"user_id","persona","signup_date"
2696,"DealHunter",2025-06-11
2697,"Explorer",2025-04-19
2698,"TargetedShopper",2025-04-28
2699,"TargetedShopper",2025-06-24
2700,"DealHunter",2024-12-24
2701,"DealHunter",2025-03-31
2702,"TargetedShopper",2025-01-27
2703,"HighIntent",2025-09-12
2704,"DealHunter",2024-07-09
2705,"DealHunter",2025-03-11
2706,"Explorer",2024-07-03
2707,"Explorer",2024-04-06
2708,"Explorer",2024-09-10
2709,"Explorer",2025-08-04
2710,"Explorer",2025-09-25
2711,"TargetedShopper",2024-05-30
2712,"TargetedShopper",2024-06-04
2713,"DealHunter",2024-05-17
2714,"HighIntent",2025-07-22
2715,"HighIntent",2024-11-28
2716,"TargetedShopper",2025-03-27
2717,"DealHunter",2025-08-14
2718,"Explorer",2025-06-16
2719,"TargetedShopper",2025-06-10
2720,"Explorer",2024-02-03
2721,"Explorer",2024-06-14
2722,"Explorer",2025-06-17
2723,"Explorer",2024-12-25
2724,"TargetedShopper",2024-09-09
2725,"Explorer",2025-07-05
2726,"TargetedShopper",2025-10-24
2727,"TargetedShopper",2024-02-05
2728,"TargetedShopper",2024-08-29
2729,"Explorer",2024-05-04
2730,"TargetedShopper",2024-03-03
2731,"Explorer",2024-09-30
2732,"DealHunter",2024-07-30
2733,"Explorer",2025-05-11
2734,"TargetedShopper",2024-10-17
2735,"TargetedShopper",2024-02-03
2736,"TargetedShopper",2025-10-02
2737,"TargetedShopper",2025-09-09
2738,"TargetedShopper",2024-04-29
2739,"Explorer",2025-08-24
2740,"DealHunter",2024-10-05
2741,"DealHunter",2024-06-27
2742,"DealHunter",2025-07-24
2743,"Explorer",2024-04-04
2744,"TargetedShopper",2025-01-03
2745,"Explorer",2024-07-12
2746,"DealHunter",2024-04-22
2747,"DealHunter",2025-01-29
2748,"TargetedShopper",2024-08-20
2749,"HighIntent",2024-06-08
2750,"TargetedShopper",2024-11-10
2751,"HighIntent",2025-06-20
2752,"Explorer",2024-02-16
2753,"TargetedShopper",2025-10-14
2754,"Explorer",2025-02-19
2755,"TargetedShopper",2025-05-22
2756,"Explorer",2025-03-12
2757,"Explorer",2025-07-11
2758,"HighIntent",2024-09-11
2759,"TargetedShopper",2025-10-11
2760,"TargetedShopper",2024-04-24
2761,"Explorer",2024-10-13
2762,"Explorer",2025-05-13
2763,"TargetedShopper",2024-03-29
2764,"TargetedShopper",2025-06-16
2765,"TargetedShopper",2024-01-23
2766,"TargetedShopper",2024-04-11
2767,"TargetedShopper",2025-03-09
2768,"Explorer",2025-10-21
2769,"Explorer",2025-08-04
2770,"DealHunter",2025-06-01
2771,"DealHunter",2025-03-01
2772,"Explorer",2024-06-19
2773,"TargetedShopper",2024-10-16
2774,"HighIntent",2025-07-01
2775,"HighIntent",2024-11-20
2776,"HighIntent",2024-02-01
2777,"DealHunter",2025-01-21
2778,"DealHunter",2025-10-30
2779,"DealHunter",2024-04-07
2780,"DealHunter",2025-08-05
2781,"HighIntent",2024-09-26
2782,"Explorer",2024-07-22
2783,"DealHunter",2024-08-22
2784,"DealHunter",2025-10-22
2785,"DealHunter",2024-12-07
2786,"HighIntent",2024-11-10
2787,"TargetedShopper",2025-06-20
2788,"DealHunter",2024-10-29
2789,"Explorer",2024-08-08
2790,"TargetedShopper",2024-10-03
2791,"Explorer",2024-02-04
2792,"TargetedShopper",2024-08-10
2793,"Explorer",2024-10-26
2794,"DealHunter",2025-07-23
2795,"Explorer",2024-03-25
2796,"Explorer",2025-06-22
2797,"Explorer",2024-08-24
2798,"HighIntent",2024-11-21
2799,"Explorer",2024-06-04
2800,"TargetedShopper",2025-06-13
2801,"DealHunter",2024-07-31
2802,"Explorer",2024-01-02
2803,"DealHunter",2024-11-08
2804,"DealHunter",2024-06-10
2805,"DealHunter",2025-02-27
2806,"HighIntent",2025-02-13
2807,"DealHunter",2025-05-18
2808,"DealHunter",2024-05-30
2809,"TargetedShopper",2025-04-09
2810,"TargetedShopper",2024-04-03
2811,"Explorer",2025-03-25
2812,"Explorer",2024-07-28
2813,"DealHunter",2024-04-22
2814,"DealHunter",2024-06-30
2815,"TargetedShopper",2025-07-06
2816,"TargetedShopper",2024-11-05
2817,"DealHunter",2024-05-17
2818,"TargetedShopper",2025-09-23
2819,"DealHunter",2025-01-21
2820,"DealHunter",2025-06-23
2821,"DealHunter",2025-09-15
2822,"Explorer",2024-06-16
2823,"Explorer",2024-08-25
2824,"TargetedShopper",2024-08-20
2825,"Explorer",2024-08-03
2826,"Explorer",2025-05-18
2827,"Explorer",2025-06-22
2828,"TargetedShopper",2025-06-07
2829,"HighIntent",2025-08-07
2830,"TargetedShopper",2024-01-19
2831,"Explorer",2024-01-19
2832,"DealHunter",2024-10-22
2833,"DealHunter",2024-06-04
2834,"TargetedShopper",2024-02-24
2835,"HighIntent",2024-06-04
2836,"TargetedShopper",2025-03-02
2837,"Explorer",2025-03-16
2838,"Explorer",2025-07-28
2839,"Explorer",2025-09-07
2840,"TargetedShopper",2025-09-07
2841,"TargetedShopper",2024-09-26
2842,"TargetedShopper",2024-05-10
2843,"TargetedShopper",2025-07-15
2844,"TargetedShopper",2025-01-06
2845,"Explorer",2024-06-14
2846,"Explorer",2025-02-08
2847,"TargetedShopper",2024-02-08
2848,"DealHunter",2024-02-27
2849,"DealHunter",2025-06-24
2850,"DealHunter",2024-03-11
2851,"DealHunter",2025-08-01
2852,"Explorer",2025-10-29
2853,"HighIntent",2025-07-09
2854,"TargetedShopper",2024-07-30
2855,"Explorer",2024-08-13
2856,"Explorer",2024-01-14
2857,"TargetedShopper",2024-07-27
2858,"TargetedShopper",2025-04-15
2859,"Explorer",2024-08-27
2860,"Explorer",2025-05-10
2861,"Explorer",2025-08-05
2862,"TargetedShopper",2025-04-26
2863,"Explorer",2025-07-29
2864,"TargetedShopper",2024-02-20
2865,"TargetedShopper",2024-11-29
2866,"DealHunter",2025-05-05
2867,"HighIntent",2024-12-04
2868,"DealHunter",2025-06-23
2869,"DealHunter",2024-06-26
2870,"HighIntent",2024-04-30
2871,"Explorer",2024-05-24
2872,"DealHunter",2025-05-16
2873,"DealHunter",2024-10-18
2874,"TargetedShopper",2024-01-27
2875,"TargetedShopper",2025-04-20
2876,"TargetedShopper",2025-02-07
2877,"TargetedShopper",2024-04-03
2878,"Explorer",2025-08-14
2879,"Explorer",2024-08-20
2880,"HighIntent",2024-08-14
2881,"DealHunter",2025-06-14
2882,"Explorer",2025-07-17
2883,"DealHunter",2024-03-05
2884,"TargetedShopper",2025-05-26
2885,"Explorer",2025-08-04
2886,"DealHunter",2025-10-14
2887,"DealHunter",2024-07-23
2888,"DealHunter",2025-01-09
2889,"Explorer",2024-12-20
2890,"TargetedShopper",2024-04-02
2891,"TargetedShopper",2024-10-23
2892,"DealHunter",2024-04-04
2893,"TargetedShopper",2024-08-09
2894,"TargetedShopper",2024-06-24
2895,"TargetedShopper",2024-01-01
2896,"Explorer",2025-06-04
2897,"Explorer",2024-11-22
2898,"Explorer",2024-02-09
2899,"TargetedShopper",2024-03-29
2900,"HighIntent",2025-01-12
2901,"Explorer",2024-07-23
2902,"TargetedShopper",2024-01-26
2903,"TargetedShopper",2025-05-23
2904,"DealHunter",2025-06-29
2905,"TargetedShopper",2025-06-02
2906,"TargetedShopper",2024-09-16
2907,"Explorer",2025-03-02
2908,"DealHunter",2024-09-27
2909,"Explorer",2025-01-31
2910,"Explorer",2024-12-15
2911,"DealHunter",2025-04-16
2912,"HighIntent",2024-08-12
2913,"HighIntent",2025-03-18
2914,"Explorer",2024-08-22
2915,"DealHunter",2025-06-16
2916,"HighIntent",2025-10-20
2917,"TargetedShopper",2024-06-17
2918,"Explorer",2024-06-06
2919,"HighIntent",2025-08-15
2920,"Explorer",2024-08-31
2921,"TargetedShopper",2025-06-21
2922,"TargetedShopper",2025-08-15
2923,"DealHunter",2025-03-13
2924,"Explorer",2025-08-02
2925,"Explorer",2025-04-28
2926,"DealHunter",2024-10-21
2927,"DealHunter",2024-06-01
2928,"Explorer",2025-03-23
2929,"TargetedShopper",2025-08-15
2930,"Explorer",2025-01-03
2931,"TargetedShopper",2024-12-02
2932,"Explorer",2025-07-10
2933,"HighIntent",2024-01-11
2934,"Explorer",2025-03-27
2935,"Explorer",2024-08-17
2936,"Explorer",2024-07-25
2937,"TargetedShopper",2025-04-30
2938,"TargetedShopper",2025-10-28
2939,"HighIntent",2024-09-08
2940,"DealHunter",2025-02-27
2941,"Explorer",2025-08-30
2942,"HighIntent",2025-09-16
2943,"HighIntent",2024-06-01
2944,"HighIntent",2024-05-25
2945,"TargetedShopper",2025-02-17
2946,"Explorer",2024-03-16
2947,"Explorer",2025-03-16
2948,"Explorer",2025-02-03
2949,"TargetedShopper",2025-05-17
2950,"DealHunter",2025-03-24
2951,"DealHunter",2024-08-11
2952,"Explorer",2025-04-15
2953,"Explorer",2025-03-06
2954,"Explorer",2025-06-25
2955,"Explorer",2025-09-12
2956,"Explorer",2025-02-08
2957,"HighIntent",2025-05-26
2958,"Explorer",2024-02-25
2959,"TargetedShopper",2024-09-01
2960,"TargetedShopper",2024-05-22
2961,"Explorer",2024-10-09
2962,"DealHunter",2025-06-22
2963,"TargetedShopper",2025-06-27
2964,"Explorer",2024-03-10
2965,"DealHunter",2024-10-11
2966,"TargetedShopper",2025-06-21
2967,"Explorer",2024-06-19
2968,"DealHunter",2024-05-24
2969,"Explorer",2025-06-23
2970,"Explorer",2024-10-14
2971,"Explorer",2024-12-25
2972,"DealHunter",2024-10-27
2973,"Explorer",2024-08-10
2974,"TargetedShopper",2024-06-14
2975,"Explorer",2024-11-11
2976,"Explorer",2024-10-27
2977,"HighIntent",2024-09-23
2978,"TargetedShopper",2025-04-30
2979,"TargetedShopper",2024-05-27
2980,"Explorer",2025-01-06
2981,"DealHunter",2024-04-28
2982,"DealHunter",2025-03-10
2983,"DealHunter",2024-07-04
2984,"Explorer",2024-02-02
2985,"Explorer",2024-11-28
2986,"Explorer",2024-10-02
2987,"TargetedShopper",2024-12-27
2988,"DealHunter",2025-05-26
2989,"Explorer",2024-08-01
2990,"DealHunter",2024-09-18
2991,"HighIntent",2024-01-16
2992,"HighIntent",2024-02-14
2993,"TargetedShopper",2025-09-26
2994,"DealHunter",2025-03-02
2995,"DealHunter",2024-06-05
2996,"TargetedShopper",2024-11-27
2997,"TargetedShopper",2024-11-05
2998,"DealHunter",2025-03-20
2999,"TargetedShopper",2025-09-07
3000,"Explorer",2025-09-27
3001,"Explorer",2025-01-31
3002,"Explorer",2025-10-07
3003,"TargetedShopper",2025-07-02
3004,"DealHunter",2024-05-22
3005,"DealHunter",2025-01-16
3006,"DealHunter",2024-06-27
3007,"Explorer",2024-03-26
3008,"Explorer",2024-01-28
3009,"TargetedShopper",2025-09-15
3010,"TargetedShopper",2025-03-21
3011,"DealHunter",2025-03-18
3012,"Explorer",2025-09-10
3013,"Explorer",2025-10-27
3014,"Explorer",2024-11-26
3015,"Explorer",2024-10-13
3016,"DealHunter",2025-09-25
3017,"TargetedShopper",2024-10-07
3018,"TargetedShopper",2024-06-18
3019,"DealHunter",2025-06-06
3020,"TargetedShopper",2024-04-24
3021,"DealHunter",2024-05-26
3022,"Explorer",2025-03-28
3023,"DealHunter",2024-11-22
3024,"TargetedShopper",2025-10-14
3025,"TargetedShopper",2025-06-08
3026,"Explorer",2024-03-21
3027,"HighIntent",2024-09-25
3028,"TargetedShopper",2025-09-04
3029,"Explorer",2024-07-03
3030,"DealHunter",2024-11-18
3031,"DealHunter",2024-10-12
3032,"HighIntent",2024-10-17
3033,"Explorer",2024-06-08
3034,"TargetedShopper",2025-08-23
3035,"TargetedShopper",2024-10-13
3036,"Explorer",2024-09-08
3037,"Explorer",2025-03-24
3038,"DealHunter",2025-05-26
3039,"TargetedShopper",2024-09-26
3040,"TargetedShopper",2024-03-23
3041,"Explorer",2024-10-23
3042,"TargetedShopper",2024-03-08
3043,"Explorer",2025-10-24
3044,"DealHunter",2025-04-14
3045,"Explorer",2025-04-05
3046,"TargetedShopper",2024-02-05
3047,"TargetedShopper",2025-08-08
3048,"HighIntent",2024-01-10
3049,"HighIntent",2024-06-08
3050,"HighIntent",2024-01-01
3051,"DealHunter",2024-07-13
3052,"Explorer",2024-01-14
3053,"TargetedShopper",2024-06-22
3054,"TargetedShopper",2025-01-30
3055,"DealHunter",2025-01-12
3056,"DealHunter",2025-06-08
3057,"Explorer",2024-02-03
3058,"TargetedShopper",2024-08-25
3059,"Explorer",2025-10-09
3060,"TargetedShopper",2024-01-02
3061,"Explorer",2025-06-01
3062,"Explorer",2024-06-16
3063,"TargetedShopper",2024-07-25
3064,"Explorer",2025-10-05
3065,"DealHunter",2024-07-16
3066,"Explorer",2024-01-09
3067,"Explorer",2024-06-18
3068,"TargetedShopper",2025-10-01
3069,"TargetedShopper",2024-11-22
3070,"TargetedShopper",2024-05-19
3071,"DealHunter",2024-07-16
3072,"DealHunter",2024-01-25
3073,"TargetedShopper",2024-04-17
3074,"Explorer",2024-11-06
3075,"DealHunter",2025-02-02
3076,"TargetedShopper",2025-03-09
3077,"HighIntent",2024-01-30
3078,"Explorer",2024-06-19
3079,"Explorer",2025-01-26
3080,"Explorer",2025-02-23
3081,"Explorer",2025-04-13
3082,"TargetedShopper",2025-03-15
3083,"DealHunter",2024-05-16
3084,"HighIntent",2025-05-30
3085,"TargetedShopper",2024-06-07
3086,"DealHunter",2024-01-03
3087,"DealHunter",2024-07-30
3088,"DealHunter",2024-09-08
3089,"DealHunter",2025-04-23
3090,"HighIntent",2025-03-19
3091,"Explorer",2024-09-16
3092,"TargetedShopper",2025-05-02
3093,"TargetedShopper",2024-06-19
3094,"HighIntent",2024-11-08
3095,"HighIntent",2024-07-17
3096,"Explorer",2025-07-05
3097,"Explorer",2024-12-10
3098,"TargetedShopper",2024-01-02
3099,"TargetedShopper",2025-03-31
3100,"TargetedShopper",2025-09-28
3101,"Explorer",2025-04-09
3102,"Explorer",2025-05-04
3103,"TargetedShopper",2025-01-12
3104,"DealHunter",2024-08-22
3105,"TargetedShopper",2024-05-10
3106,"HighIntent",2024-03-19
3107,"Explorer",2025-08-13
3108,"TargetedShopper",2025-04-05
3109,"Explorer",2024-12-14
3110,"TargetedShopper",2024-09-08
3111,"TargetedShopper",2024-03-03
3112,"Explorer",2025-09-09
3113,"Explorer",2024-04-15
3114,"TargetedShopper",2025-05-08
3115,"HighIntent",2024-06-01
3116,"TargetedShopper",2025-01-12
3117,"HighIntent",2025-08-27
3118,"DealHunter",2025-05-31
3119,"TargetedShopper",2024-03-01
3120,"HighIntent",2025-01-21
3121,"Explorer",2024-12-20
3122,"Explorer",2025-10-09
3123,"DealHunter",2024-05-15
3124,"DealHunter",2024-02-08
3125,"DealHunter",2024-01-31
3126,"TargetedShopper",2024-11-01
3127,"Explorer",2024-09-14
3128,"Explorer",2025-07-03
3129,"DealHunter",2024-03-24
3130,"Explorer",2025-04-03
3131,"DealHunter",2024-01-17
3132,"TargetedShopper",2025-02-11
3133,"Explorer",2024-10-13
3134,"HighIntent",2024-11-26
3135,"DealHunter",2025-01-02
3136,"Explorer",2024-01-26
3137,"Explorer",2024-10-22
3138,"TargetedShopper",2024-05-04
3139,"Explorer",2024-01-20
3140,"Explorer",2025-02-19
3141,"TargetedShopper",2024-02-07
3142,"Explorer",2024-11-27
3143,"DealHunter",2025-05-20
3144,"DealHunter",2025-02-23
3145,"Explorer",2025-04-18
3146,"TargetedShopper",2024-09-16
3147,"HighIntent",2024-02-22
3148,"Explorer",2025-02-15
3149,"Explorer",2025-06-10
3150,"HighIntent",2024-05-29
3151,"TargetedShopper",2025-03-08
3152,"TargetedShopper",2024-08-22
3153,"Explorer",2024-07-06
3154,"Explorer",2024-06-07
3155,"Explorer",2025-01-02
3156,"Explorer",2024-06-02
3157,"TargetedShopper",2024-02-11
3158,"TargetedShopper",2024-01-14
3159,"TargetedShopper",2024-07-23
3160,"TargetedShopper",2024-02-16
3161,"TargetedShopper",2024-04-28
3162,"TargetedShopper",2024-01-15
3163,"Explorer",2024-11-06
3164,"DealHunter",2024-09-05
3165,"Explorer",2024-07-19
3166,"Explorer",2024-08-07
3167,"DealHunter",2024-09-29
3168,"HighIntent",2024-02-13
3169,"Explorer",2024-02-20
3170,"TargetedShopper",2025-10-15
3171,"Explorer",2025-02-13
3172,"DealHunter",2025-10-03
3173,"Explorer",2024-01-08
3174,"DealHunter",2025-10-17
3175,"Explorer",2025-01-22
3176,"Explorer",2024-02-13
3177,"DealHunter",2024-11-15
3178,"DealHunter",2025-07-15
3179,"DealHunter",2024-02-01
3180,"Explorer",2024-05-06
3181,"DealHunter",2024-01-10
3182,"DealHunter",2025-01-26
3183,"Explorer",2024-02-13
3184,"DealHunter",2024-07-02
3185,"Explorer",2024-11-20
3186,"Explorer",2024-08-29
3187,"DealHunter",2025-10-02
3188,"TargetedShopper",2024-06-23
3189,"HighIntent",2024-07-06
3190,"DealHunter",2025-08-26
3191,"Explorer",2024-09-14
3192,"Explorer",2024-06-04
3193,"Explorer",2024-11-17
3194,"DealHunter",2025-04-08
3195,"DealHunter",2025-08-12
3196,"Explorer",2024-04-23
3197,"TargetedShopper",2025-08-26
3198,"TargetedShopper",2024-06-13
3199,"TargetedShopper",2024-12-28
3200,"DealHunter",2024-03-21
3201,"DealHunter",2024-12-08
3202,"Explorer",2025-05-15
3203,"TargetedShopper",2025-05-23
3204,"DealHunter",2025-09-04
3205,"TargetedShopper",2024-03-30
3206,"TargetedShopper",2024-11-11
3207,"Explorer",2024-08-26
3208,"DealHunter",2024-04-29
3209,"TargetedShopper",2025-08-10
3210,"DealHunter",2025-10-16
3211,"Explorer",2025-08-01
3212,"DealHunter",2025-06-14
3213,"Explorer",2025-04-02
3214,"Explorer",2025-01-07
3215,"DealHunter",2025-08-24
3216,"TargetedShopper",2025-10-09
3217,"HighIntent",2024-12-13
3218,"Explorer",2025-04-07
3219,"HighIntent",2025-01-08
3220,"DealHunter",2024-12-30
3221,"TargetedShopper",2024-12-06
3222,"HighIntent",2024-12-15
3223,"Explorer",2024-08-14
3224,"DealHunter",2024-08-25
3225,"Explorer",2025-04-03
3226,"HighIntent",2024-03-19
3227,"Explorer",2025-01-31
3228,"Explorer",2024-03-02
3229,"DealHunter",2025-06-15
3230,"TargetedShopper",2024-07-08
3231,"TargetedShopper",2025-06-24
3232,"TargetedShopper",2024-08-26
3233,"DealHunter",2024-01-02
3234,"Explorer",2024-10-29
3235,"DealHunter",2024-10-03
3236,"Explorer",2025-03-09
3237,"HighIntent",2024-09-08
3238,"Explorer",2024-08-18
3239,"Explorer",2024-12-12
3240,"TargetedShopper",2024-03-07
3241,"DealHunter",2024-06-19
3242,"TargetedShopper",2024-11-25
3243,"TargetedShopper",2024-07-24
3244,"TargetedShopper",2025-07-23
3245,"HighIntent",2025-10-23
3246,"TargetedShopper",2025-07-10
3247,"Explorer",2025-05-15
3248,"DealHunter",2025-09-25
3249,"Explorer",2024-06-25
3250,"Explorer",2024-08-17
3251,"HighIntent",2024-11-12
3252,"Explorer",2025-08-16
3253,"DealHunter",2024-09-24
3254,"Explorer",2025-10-10
3255,"DealHunter",2024-03-25
3256,"HighIntent",2024-08-01
3257,"Explorer",2024-12-13
3258,"TargetedShopper",2024-10-12
3259,"TargetedShopper",2024-07-30
3260,"HighIntent",2024-12-12
3261,"TargetedShopper",2025-06-15
3262,"DealHunter",2024-01-15
3263,"TargetedShopper",2024-04-27
3264,"TargetedShopper",2024-07-19
3265,"Explorer",2024-06-28
3266,"HighIntent",2025-08-13
3267,"TargetedShopper",2024-03-27
3268,"DealHunter",2025-10-02
3269,"DealHunter",2025-09-27
3270,"Explorer",2025-06-13
3271,"TargetedShopper",2024-03-20
3272,"Explorer",2025-08-27
3273,"DealHunter",2025-03-20
3274,"Explorer",2025-09-24
3275,"Explorer",2024-11-20
3276,"DealHunter",2024-08-13
3277,"Explorer",2025-10-05
3278,"TargetedShopper",2025-10-23
3279,"Explorer",2025-04-16
3280,"Explorer",2025-09-26
3281,"TargetedShopper",2024-05-30
3282,"Explorer",2025-09-10
3283,"DealHunter",2024-01-20
3284,"TargetedShopper",2025-09-30
3285,"Explorer",2024-03-30
3286,"DealHunter",2024-06-02
3287,"Explorer",2025-02-24
3288,"DealHunter",2024-11-09
3289,"Explorer",2025-10-22
3290,"Explorer",2025-03-26
3291,"Explorer",2024-06-19
3292,"DealHunter",2024-08-07
3293,"DealHunter",2025-05-20
3294,"TargetedShopper",2024-11-10
3295,"Explorer",2025-10-22
3296,"Explorer",2024-01-23
3297,"DealHunter",2025-09-16
3298,"TargetedShopper",2025-05-12
3299,"TargetedShopper",2025-04-01
3300,"DealHunter",2025-07-02
3301,"TargetedShopper",2025-06-26
3302,"DealHunter",2024-12-22
3303,"DealHunter",2024-09-10
3304,"TargetedShopper",2024-10-30
3305,"TargetedShopper",2024-06-13
3306,"TargetedShopper",2024-11-22
3307,"Explorer",2024-03-10
3308,"TargetedShopper",2024-09-04
3309,"TargetedShopper",2025-06-25
3310,"Explorer",2025-08-11
3311,"Explorer",2024-08-14
3312,"Explorer",2025-10-23
3313,"Explorer",2024-11-14
3314,"DealHunter",2025-10-23
3315,"DealHunter",2024-01-05
3316,"DealHunter",2024-05-29
3317,"TargetedShopper",2024-07-21
3318,"Explorer",2024-12-05
3319,"DealHunter",2024-06-15
3320,"Explorer",2024-07-16
3321,"DealHunter",2025-04-02
3322,"Explorer",2024-01-27
3323,"Explorer",2024-03-20
3324,"TargetedShopper",2025-08-02
3325,"Explorer",2025-05-05
3326,"HighIntent",2025-07-03
3327,"TargetedShopper",2025-08-08
3328,"TargetedShopper",2025-02-04
3329,"HighIntent",2024-06-28
3330,"Explorer",2024-01-29
3331,"Explorer",2024-08-15
3332,"TargetedShopper",2025-05-09
3333,"HighIntent",2024-04-02
3334,"HighIntent",2024-12-17
3335,"DealHunter",2024-01-20
3336,"HighIntent",2025-01-05
3337,"Explorer",2025-01-03
3338,"Explorer",2025-05-09
3339,"TargetedShopper",2024-04-05
3340,"TargetedShopper",2025-08-08
3341,"Explorer",2025-06-04
3342,"Explorer",2024-10-15
3343,"HighIntent",2025-02-17
3344,"HighIntent",2025-05-28
3345,"Explorer",2025-07-01
3346,"Explorer",2024-08-14
3347,"Explorer",2024-02-28
3348,"Explorer",2024-05-26
3349,"DealHunter",2025-01-09
3350,"TargetedShopper",2024-06-19
3351,"Explorer",2024-03-01
3352,"Explorer",2024-02-25
3353,"Explorer",2025-06-08
3354,"TargetedShopper",2024-06-09
3355,"Explorer",2024-12-18
3356,"Explorer",2024-10-10
3357,"Explorer",2024-07-28
3358,"DealHunter",2025-10-02
3359,"TargetedShopper",2024-07-18
3360,"TargetedShopper",2024-11-10
3361,"Explorer",2024-02-06
3362,"Explorer",2024-06-24
3363,"DealHunter",2025-06-02
3364,"TargetedShopper",2025-02-08
3365,"TargetedShopper",2025-10-04
3366,"Explorer",2024-07-28
3367,"TargetedShopper",2024-08-09
3368,"DealHunter",2024-10-07
3369,"DealHunter",2024-06-03
3370,"Explorer",2025-02-16
3371,"DealHunter",2025-06-21
3372,"TargetedShopper",2025-05-06
3373,"TargetedShopper",2024-06-26
3374,"HighIntent",2025-10-13
3375,"DealHunter",2025-08-29
3376,"DealHunter",2025-09-01
3377,"TargetedShopper",2025-10-04
3378,"TargetedShopper",2024-08-09
3379,"Explorer",2025-06-04
3380,"HighIntent",2024-09-26
3381,"Explorer",2025-06-29
3382,"TargetedShopper",2025-06-29
3383,"TargetedShopper",2025-06-04
3384,"TargetedShopper",2024-02-04
3385,"TargetedShopper",2025-06-03
3386,"Explorer",2025-08-24
3387,"DealHunter",2025-07-18
3388,"Explorer",2025-08-03
3389,"TargetedShopper",2025-06-10
3390,"Explorer",2024-11-21
3391,"DealHunter",2024-05-24
3392,"TargetedShopper",2025-08-13
3393,"TargetedShopper",2024-02-02
3394,"HighIntent",2025-07-24
3395,"Explorer",2025-05-27
3396,"Explorer",2024-08-24
3397,"Explorer",2024-06-27
3398,"TargetedShopper",2024-04-09
3399,"Explorer",2025-09-27
3400,"Explorer",2025-03-01
3401,"DealHunter",2025-06-07
3402,"DealHunter",2024-02-16
3403,"TargetedShopper",2025-06-04
3404,"Explorer",2025-05-06
3405,"Explorer",2025-10-31
3406,"HighIntent",2024-07-01
3407,"TargetedShopper",2025-05-22
3408,"TargetedShopper",2024-11-15
3409,"DealHunter",2025-02-21
3410,"TargetedShopper",2025-05-03
3411,"TargetedShopper",2024-07-15
3412,"TargetedShopper",2024-08-06
3413,"DealHunter",2024-07-27
3414,"TargetedShopper",2025-04-08
3415,"TargetedShopper",2024-09-23
3416,"HighIntent",2024-05-12
3417,"DealHunter",2025-10-27
3418,"Explorer",2025-07-10
3419,"DealHunter",2025-07-27
3420,"Explorer",2025-05-16
3421,"DealHunter",2025-10-23
3422,"Explorer",2024-09-07
3423,"TargetedShopper",2024-12-15
3424,"Explorer",2024-04-19
3425,"TargetedShopper",2024-06-29
3426,"DealHunter",2025-06-20
3427,"TargetedShopper",2024-03-15
3428,"Explorer",2025-04-27
3429,"Explorer",2024-07-31
3430,"TargetedShopper",2024-03-17
3431,"HighIntent",2024-01-10
3432,"Explorer",2024-01-28
3433,"Explorer",2024-10-28
3434,"Explorer",2025-06-16
3435,"Explorer",2024-05-19
3436,"TargetedShopper",2025-05-16
3437,"DealHunter",2024-06-05
3438,"Explorer",2025-10-18
3439,"Explorer",2025-02-02
3440,"HighIntent",2024-01-05
3441,"HighIntent",2024-12-11
3442,"Explorer",2025-01-31
3443,"TargetedShopper",2024-01-07
3444,"Explorer",2025-08-06
3445,"Explorer",2024-10-27
3446,"Explorer",2025-09-03
3447,"Explorer",2025-05-11
3448,"Explorer",2025-08-01
3449,"Explorer",2024-11-25
3450,"TargetedShopper",2024-04-15
3451,"Explorer",2024-07-11
3452,"Explorer",2024-08-23
3453,"Explorer",2025-04-08
3454,"DealHunter",2024-10-09
3455,"Explorer",2025-10-05
3456,"DealHunter",2025-02-06
3457,"TargetedShopper",2025-01-03
3458,"TargetedShopper",2024-08-03
3459,"DealHunter",2025-07-12
3460,"Explorer",2025-07-23
3461,"Explorer",2024-11-12
3462,"TargetedShopper",2025-04-23
3463,"DealHunter",2025-05-14
3464,"DealHunter",2024-01-14
3465,"TargetedShopper",2024-08-26
3466,"TargetedShopper",2025-08-05
3467,"Explorer",2025-05-08
3468,"TargetedShopper",2025-05-17
3469,"HighIntent",2024-07-04
3470,"Explorer",2025-06-23
3471,"DealHunter",2024-11-29
3472,"Explorer",2025-10-22
3473,"TargetedShopper",2025-02-09
3474,"Explorer",2024-10-03
3475,"TargetedShopper",2025-03-27
3476,"Explorer",2025-06-29
3477,"TargetedShopper",2025-06-02
3478,"HighIntent",2024-01-06
3479,"TargetedShopper",2024-04-11
3480,"HighIntent",2025-01-26
3481,"Explorer",2024-09-20
3482,"TargetedShopper",2024-09-21
3483,"Explorer",2025-10-08
3484,"DealHunter",2024-09-20
3485,"TargetedShopper",2025-09-16
3486,"TargetedShopper",2025-05-02
3487,"DealHunter",2024-11-19
3488,"DealHunter",2025-03-01
3489,"TargetedShopper",2025-06-14
3490,"DealHunter",2024-06-21
3491,"TargetedShopper",2024-06-09
3492,"Explorer",2024-05-12
3493,"Explorer",2025-05-13
3494,"Explorer",2024-06-05
3495,"Explorer",2024-07-06
3496,"TargetedShopper",2025-06-07
3497,"TargetedShopper",2024-08-11
3498,"Explorer",2024-10-11
3499,"Explorer",2024-06-29
3500,"HighIntent",2024-01-21
3501,"DealHunter",2025-09-25
3502,"DealHunter",2024-01-12
3503,"Explorer",2025-02-06
3504,"DealHunter",2024-11-13
3505,"Explorer",2025-02-27
3506,"Explorer",2025-08-04
