session_id,user_id,variant,session_duration,pages_visited,persona,base_interact,variant_boost,interacted_with_panel,p_engage,engaged,p_add,added_to_cart,p_conv,converted,engagement_score,time_to_conversion
10579,13298,B,38,1,Explorer,0.05,0.07,1,0.42,1,0.25,1,0.32,0,1.26666666666667,NA
10580,6858,B,111,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,9.25,NA
10581,629,B,58,3,Explorer,0.05,0.07,1,0.46,1,0.25,0,0,0,5.8,NA
10582,7415,B,38,2,HighIntent,0.3,0.07,1,0.44,0,0,0,0,0,2.53333333333333,NA
10583,9239,A,51,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,6.8,NA
10584,4167,A,130,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,13,NA
10585,13390,B,37,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,2.46666666666667,NA
10586,11495,A,67,9,Explorer,0.05,0,0,0.28,0,0,0,0,0,10.05,NA
10587,4683,B,94,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,7.83333333333333,NA
10588,11139,B,48,4,Explorer,0.05,0.07,1,0.48,0,0,0,0,0,6.4,NA
10589,6509,A,107,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,12.4833333333333,NA
10590,5962,B,24,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,0.4,NA
10591,8218,B,82,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,8.2,NA
10592,4950,B,76,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,7.6,NA
10593,8274,A,26,7,Explorer,0.05,0,1,0.54,1,0.25,1,0.32,0,6.06666666666667,NA
10594,2215,A,219,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,14.6,NA
10595,9117,A,26,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,1.3,NA
10596,3426,A,199,6,DealHunter,0.18,0,1,0.52,1,0.25,0,0,0,39.8,NA
10597,3491,B,90,7,TargetedShopper,0.15,0.07,1,0.54,1,0.25,0,0,0,21,NA
10598,13233,A,45,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,1.5,NA
10599,13682,B,208,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,24.2666666666667,NA
10600,5218,A,62,8,DealHunter,0.18,0,0,0.26,1,0.05,0,0,0,8.26666666666667,NA
10601,6165,A,90,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,9,NA
10602,5004,A,35,6,DealHunter,0.18,0,1,0.52,0,0,0,0,0,7,NA
10603,11842,B,66,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,7.7,NA
10604,12861,B,21,0,TargetedShopper,0.15,0.07,0,0.1,0,0,0,0,0,0,NA
10605,9869,B,113,7,Explorer,0.05,0.07,1,0.54,0,0,0,0,0,26.3666666666667,NA
10606,14829,B,32,7,TargetedShopper,0.15,0.07,0,0.24,1,0.05,0,0,0,3.73333333333333,NA
10607,1739,B,26,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,0.866666666666667,NA
10608,11494,B,189,8,DealHunter,0.18,0.07,1,0.56,0,0,0,0,0,50.4,NA
10609,9138,B,31,4,DealHunter,0.18,0.07,1,0.48,1,0.25,0,0,0,4.13333333333333,NA
10610,795,B,557,3,DealHunter,0.18,0.07,0,0.16,1,0.05,0,0,0,27.85,NA
10611,6979,B,15,7,TargetedShopper,0.15,0.07,1,0.54,1,0.25,0,0,0,3.5,NA
10612,7657,B,103,10,DealHunter,0.18,0.07,0,0.3,0,0,0,0,0,17.1666666666667,NA
10613,11186,B,40,7,DealHunter,0.18,0.07,1,0.54,0,0,0,0,0,9.33333333333333,NA
10614,4143,A,46,8,HighIntent,0.3,0,1,0.56,1,0.25,0,0,0,12.2666666666667,NA
10615,2328,A,30,9,DealHunter,0.18,0,0,0.28,1,0.05,0,0,0,4.5,NA
10616,7294,A,55,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,2.75,NA
10617,12498,B,34,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,1.13333333333333,NA
10618,9577,A,60,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,4,NA
10619,12653,A,97,3,Explorer,0.05,0,0,0.16,1,0.05,0,0,0,4.85,NA
10620,12985,B,51,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,6.8,NA
10621,1994,B,61,4,HighIntent,0.3,0.07,0,0.18,0,0,0,0,0,4.06666666666667,NA
10622,6557,B,163,5,HighIntent,0.3,0.07,1,0.5,0,0,0,0,0,27.1666666666667,NA
10623,8905,B,28,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,2.8,NA
10624,6008,B,77,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,6.41666666666667,NA
10625,6804,A,13,7,TargetedShopper,0.15,0,1,0.54,0,0,0,0,0,3.03333333333333,NA
10626,3071,B,44,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,5.86666666666667,NA
10627,10749,A,48,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.2,NA
10628,5073,B,97,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,9.7,NA
10629,7636,A,52,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,3.46666666666667,NA
10630,10502,A,115,3,TargetedShopper,0.15,0,1,0.46,1,0.25,1,0.32,0,11.5,NA
10631,13250,A,82,6,Explorer,0.05,0,1,0.52,0,0,0,0,0,16.4,NA
10632,5666,A,50,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,3.33333333333333,NA
10633,657,A,267,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,22.25,NA
10634,1250,B,103,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,1.71666666666667,NA
10635,11913,A,420,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,28,NA
10636,14519,B,106,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,10.6,NA
10637,1833,B,55,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,2.75,NA
10638,12272,A,69,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,4.6,NA
10639,8883,A,90,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,9,NA
10640,7660,B,86,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,5.73333333333333,NA
10641,5629,B,107,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,12.4833333333333,NA
10642,8315,A,21,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.05,NA
10643,1505,A,44,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,5.13333333333333,NA
10644,14778,B,75,8,HighIntent,0.3,0.07,1,0.56,0,0,0,0,0,20,NA
10645,1341,B,84,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,9.8,NA
10646,10958,B,23,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,1.53333333333333,NA
10647,6994,B,66,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,1.1,NA
10648,2479,B,37,8,DealHunter,0.18,0.07,1,0.56,0,0,0,0,0,9.86666666666667,NA
10649,11346,B,50,10,Explorer,0.05,0.07,0,0.3,0,0,0,0,0,8.33333333333333,NA
10650,2395,A,112,2,HighIntent,0.3,0,0,0.14,0,0,0,0,0,3.73333333333333,NA
10651,1243,B,42,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,4.2,NA
10652,6589,A,68,3,DealHunter,0.18,0,1,0.46,0,0,0,0,0,6.8,NA
10653,11715,B,121,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,8.06666666666667,NA
10654,5914,B,361,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,30.0833333333333,NA
10655,2006,A,139,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,9.26666666666667,NA
10656,13239,A,11,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,0.55,NA
10657,3975,B,107,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,12.4833333333333,NA
10658,1411,A,32,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,2.13333333333333,NA
10659,9102,B,12,6,TargetedShopper,0.15,0.07,1,0.52,0,0,0,0,0,2.4,NA
10660,4234,B,100,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,10,NA
10661,11834,B,13,8,DealHunter,0.18,0.07,1,0.56,1,0.25,0,0,0,3.46666666666667,NA
10662,14673,B,40,6,DealHunter,0.18,0.07,1,0.52,1,0.25,0,0,0,8,NA
10663,3155,B,10,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.333333333333333,NA
10664,955,B,243,9,DealHunter,0.18,0.07,1,0.58,0,0,0,0,0,72.9,NA
10665,9904,B,74,6,Explorer,0.05,0.07,0,0.22,1,0.05,0,0,0,7.4,NA
10666,10993,B,160,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,13.3333333333333,NA
10667,7377,A,34,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,4.53333333333333,NA
10668,4334,A,178,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,20.7666666666667,NA
10669,7160,A,90,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,7.5,NA
10670,13781,A,33,1,TargetedShopper,0.15,0,1,0.42,0,0,0,0,0,1.1,NA
10671,7214,A,48,4,HighIntent,0.3,0,0,0.18,1,0.05,0,0,0,3.2,NA
10672,862,A,53,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,6.18333333333333,NA
10673,5167,A,36,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.4,NA
10674,6445,A,56,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,2.8,NA
10675,3080,B,48,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,5.6,NA
10676,2026,B,363,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,30.25,NA
10677,9127,B,23,0,Explorer,0.05,0.07,0,0.1,0,0,0,0,0,0,NA
10678,4963,B,55,6,TargetedShopper,0.15,0.07,1,0.52,1,0.25,0,0,0,11,NA
10679,9441,B,180,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,9,NA
10680,12236,B,93,4,HighIntent,0.3,0.07,1,0.48,0,0,0,0,0,12.4,NA
10681,14532,B,23,3,Explorer,0.05,0.07,1,0.46,0,0,0,0,0,2.3,NA
10682,13528,B,49,4,HighIntent,0.3,0.07,0,0.18,1,0.05,0,0,0,3.26666666666667,NA
10683,10451,B,16,7,Explorer,0.05,0.07,1,0.54,1,0.25,0,0,0,3.73333333333333,NA
10684,9212,A,10,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,0.833333333333333,NA
10685,7924,B,136,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,4.53333333333333,NA
10686,12160,A,24,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,2.4,NA
10687,13065,A,118,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,5.9,NA
10688,9614,A,11,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,1.1,NA
10689,11126,A,87,8,DealHunter,0.18,0,0,0.26,1,0.05,0,0,0,11.6,NA
10690,4056,A,8,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.266666666666667,NA
10691,681,A,156,2,DealHunter,0.18,0,1,0.44,0,0,0,0,0,10.4,NA
10692,14991,A,139,6,HighIntent,0.3,0,1,0.52,1,0.25,0,0,0,27.8,NA
10693,7517,B,157,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,13.0833333333333,NA
10694,12156,A,94,2,Explorer,0.05,0,1,0.44,1,0.25,1,0.32,1,6.26666666666667,72.5349296629429
10695,8461,B,23,1,DealHunter,0.18,0.07,0,0.12,0,0,0,0,0,0.383333333333333,NA
10696,3528,A,9,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,0.3,NA
10697,4910,A,35,10,DealHunter,0.18,0,0,0.3,0,0,0,0,0,5.83333333333333,NA
10698,1514,B,81,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,9.45,NA
10699,5191,B,62,1,DealHunter,0.18,0.07,0,0.12,0,0,0,0,0,1.03333333333333,NA
10700,8773,A,43,3,HighIntent,0.3,0,0,0.16,1,0.05,0,0,0,2.15,NA
10701,229,B,70,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,2.33333333333333,NA
10702,9202,A,17,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.13333333333333,NA
10703,11788,B,64,2,HighIntent,0.3,0.07,1,0.44,0,0,0,0,0,4.26666666666667,NA
10704,10408,B,70,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,8.16666666666667,NA
10705,8940,A,221,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,25.7833333333333,NA
10706,13337,A,61,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,6.1,NA
10707,8328,A,40,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,2.66666666666667,NA
10708,185,B,18,4,HighIntent,0.3,0.07,0,0.18,0,0,0,0,0,1.2,NA
10709,7983,A,53,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,6.18333333333333,NA
10710,13418,A,85,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,11.3333333333333,NA
10711,3328,B,87,10,TargetedShopper,0.15,0.07,0,0.3,0,0,0,0,0,14.5,NA
10712,14342,B,28,5,TargetedShopper,0.15,0.07,1,0.5,0,0,0,0,0,4.66666666666667,NA
10713,6663,B,32,5,TargetedShopper,0.15,0.07,1,0.5,0,0,0,0,0,5.33333333333333,NA
10714,826,A,144,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,14.4,NA
10715,638,A,96,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,6.4,NA
10716,10053,B,34,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,3.96666666666667,NA
10717,3018,B,69,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,5.75,NA
10718,5339,A,166,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,8.3,NA
10719,12117,A,25,11,TargetedShopper,0.15,0,0,0.32,1,0.05,0,0,0,4.58333333333333,NA
10720,14040,B,90,11,TargetedShopper,0.15,0.07,0,0.32,0,0,0,0,0,16.5,NA
10721,5747,A,68,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,4.53333333333333,NA
10722,13746,B,124,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,12.4,NA
10723,5295,A,169,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,14.0833333333333,NA
10724,6179,A,44,9,TargetedShopper,0.15,0,0,0.28,0,0,0,0,0,6.6,NA
10725,13120,A,73,3,DealHunter,0.18,0,1,0.46,0,0,0,0,0,7.3,NA
10726,1681,B,90,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,7.5,NA
10727,14707,A,70,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,7,NA
10728,1570,A,36,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,2.4,NA
10729,12140,A,53,10,TargetedShopper,0.15,0,0,0.3,0,0,0,0,0,8.83333333333333,NA
10730,1242,A,18,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,2.1,NA
10731,13455,A,131,4,Explorer,0.05,0,0,0.18,1,0.05,0,0,0,8.73333333333333,NA
10732,7325,A,554,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,73.8666666666667,NA
10733,5679,B,35,10,DealHunter,0.18,0.07,1,0.6,1,0.25,0,0,0,11.6666666666667,NA
10734,4005,A,111,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,9.25,NA
10735,2665,A,48,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,2.4,NA
10736,6357,B,340,5,DealHunter,0.18,0.07,1,0.5,1,0.25,0,0,0,56.6666666666667,NA
10737,10034,A,47,2,HighIntent,0.3,0,1,0.44,1,0.25,0,0,0,3.13333333333333,NA
10738,5768,A,124,9,TargetedShopper,0.15,0,0,0.28,0,0,0,0,0,18.6,NA
10739,13046,B,47,10,Explorer,0.05,0.07,0,0.3,0,0,0,0,0,7.83333333333333,NA
10740,12814,A,37,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,3.08333333333333,NA
10741,10908,A,66,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,5.5,NA
10742,1111,B,101,6,DealHunter,0.18,0.07,1,0.52,0,0,0,0,0,20.2,NA
10743,8267,A,65,4,DealHunter,0.18,0,1,0.48,0,0,0,0,0,8.66666666666667,NA
10744,8731,A,46,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,3.83333333333333,NA
10745,7969,B,117,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,7.8,NA
10746,5825,A,199,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,23.2166666666667,NA
10747,12353,A,132,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,11,NA
10748,5101,A,92,7,DealHunter,0.18,0,1,0.54,0,0,0,0,0,21.4666666666667,NA
10749,3547,A,143,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,11.9166666666667,NA
10750,14939,B,50,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.16666666666667,NA
10751,10073,A,47,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,6.26666666666667,NA
10752,3650,A,117,2,DealHunter,0.18,0,1,0.44,1,0.25,0,0,0,7.8,NA
10753,2515,B,42,6,Explorer,0.05,0.07,1,0.52,0,0,0,0,0,8.4,NA
10754,317,A,33,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,2.75,NA
10755,3308,A,63,9,TargetedShopper,0.15,0,1,0.58,1,0.25,0,0,0,18.9,NA
10756,5713,B,54,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,3.6,NA
10757,13942,B,163,8,Explorer,0.05,0.07,1,0.56,1,0.25,1,0.32,1,43.4666666666667,104.228958412772
10758,11924,A,127,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,14.8166666666667,NA
10759,2565,A,75,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,7.5,NA
10760,7537,B,60,7,HighIntent,0.3,0.07,0,0.24,1,0.05,0,0,0,7,NA
10761,2041,B,97,7,TargetedShopper,0.15,0.07,0,0.24,1,0.05,0,0,0,11.3166666666667,NA
10762,2611,B,141,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,18.8,NA
10763,10988,A,60,8,TargetedShopper,0.15,0,0,0.26,1,0.05,1,0.02,0,8,NA
10764,13403,A,46,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,3.06666666666667,NA
10765,13599,B,39,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.25,NA
10766,3883,B,22,5,DealHunter,0.18,0.07,1,0.5,0,0,0,0,0,3.66666666666667,NA
10767,8624,B,86,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,4.3,NA
10768,50,B,79,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,5.26666666666667,NA
10769,7495,B,37,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,2.46666666666667,NA
10770,9972,A,103,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,8.58333333333333,NA
10771,9425,B,35,4,TargetedShopper,0.15,0.07,1,0.48,0,0,0,0,0,4.66666666666667,NA
10772,13488,A,26,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,3.46666666666667,NA
10773,14457,A,235,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,19.5833333333333,NA
10774,10309,A,80,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,6.66666666666667,NA
10775,7718,A,49,4,HighIntent,0.3,0,1,0.48,1,0.25,0,0,0,6.53333333333333,NA
10776,9584,B,192,9,HighIntent,0.3,0.07,0,0.28,1,0.05,0,0,0,28.8,NA
10777,11374,B,94,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,10.9666666666667,NA
10778,4966,A,24,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,1.6,NA
10779,3621,A,46,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.3,NA
10780,9233,A,16,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.06666666666667,NA
10781,9222,A,77,7,DealHunter,0.18,0,1,0.54,1,0.25,1,0.32,0,17.9666666666667,NA
10782,4122,B,36,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,4.2,NA
10783,3366,B,23,8,Explorer,0.05,0.07,0,0.26,1,0.05,0,0,0,3.06666666666667,NA
10784,13443,B,104,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,8.66666666666667,NA
10785,14056,A,10,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,0.333333333333333,NA
10786,12822,A,84,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,8.4,NA
10787,6217,A,50,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,3.33333333333333,NA
10788,8556,A,38,10,TargetedShopper,0.15,0,0,0.3,0,0,0,0,0,6.33333333333333,NA
10789,4828,A,43,8,Explorer,0.05,0,0,0.26,1,0.05,0,0,0,5.73333333333333,NA
10790,13905,A,282,1,HighIntent,0.3,0,0,0.12,0,0,0,0,0,4.7,NA
10791,7747,A,69,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,8.05,NA
10792,12703,A,35,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,1.75,NA
10793,4404,B,358,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,47.7333333333333,NA
10794,3816,A,105,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,8.75,NA
10795,4979,A,54,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,1.8,NA
10796,6600,A,39,7,Explorer,0.05,0,0,0.24,1,0.05,0,0,0,4.55,NA
10797,8463,B,40,4,DealHunter,0.18,0.07,1,0.48,1,0.25,0,0,0,5.33333333333333,NA
10798,11575,B,57,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.9,NA
10799,7758,A,38,4,Explorer,0.05,0,1,0.48,1,0.25,0,0,0,5.06666666666667,NA
10800,6079,B,40,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,2.66666666666667,NA
10801,9535,A,21,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,2.1,NA
10802,1091,B,272,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,27.2,NA
10803,252,B,165,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,27.5,NA
10804,13929,B,56,5,DealHunter,0.18,0.07,1,0.5,1,0.25,0,0,0,9.33333333333333,NA
10805,434,A,260,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,21.6666666666667,NA
10806,13578,A,44,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.2,NA
10807,10823,B,129,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,17.2,NA
10808,13288,A,38,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.9,NA
10809,11435,A,102,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,8.5,NA
10810,2613,A,84,7,Explorer,0.05,0,1,0.54,1,0.25,0,0,0,19.6,NA
10811,14319,A,40,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.33333333333333,NA
10812,11479,A,62,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,4.13333333333333,NA
10813,11268,A,25,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,1.66666666666667,NA
10814,12942,A,61,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,7.11666666666667,NA
10815,6234,B,19,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,1.58333333333333,NA
10816,13284,B,447,3,DealHunter,0.18,0.07,1,0.46,0,0,0,0,0,44.7,NA
10817,13286,B,127,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,16.9333333333333,NA
10818,8310,A,56,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,6.53333333333333,NA
10819,13200,A,35,7,DealHunter,0.18,0,0,0.24,1,0.05,0,0,0,4.08333333333333,NA
10820,10482,B,118,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,9.83333333333333,NA
10821,57,B,240,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,4,NA
10822,3056,A,376,5,DealHunter,0.18,0,1,0.5,1,0.25,0,0,0,62.6666666666667,NA
10823,10583,B,23,8,DealHunter,0.18,0.07,1,0.56,1,0.25,0,0,0,6.13333333333333,NA
10824,2627,B,64,2,HighIntent,0.3,0.07,0,0.14,0,0,0,0,0,2.13333333333333,NA
10825,14653,A,38,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,2.53333333333333,NA
10826,2060,B,55,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,3.66666666666667,NA
10827,4104,A,27,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,2.25,NA
10828,7662,A,81,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,2.7,NA
10829,9451,A,59,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.93333333333333,NA
10830,13730,B,287,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,14.35,NA
10831,8533,A,28,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.933333333333333,NA
10832,13102,A,235,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,31.3333333333333,NA
10833,8366,B,103,2,HighIntent,0.3,0.07,1,0.44,1,0.25,0,0,0,6.86666666666667,NA
10834,3343,B,104,9,HighIntent,0.3,0.07,0,0.28,0,0,0,0,0,15.6,NA
10835,7489,B,188,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,21.9333333333333,NA
10836,723,B,183,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,24.4,NA
10837,8298,A,62,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,7.23333333333333,NA
10838,13994,B,44,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.46666666666667,NA
10839,9607,A,61,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,6.1,NA
10840,8371,A,281,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,23.4166666666667,NA
10841,1761,B,127,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,6.35,NA
10842,6215,B,193,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,25.7333333333333,NA
10843,9007,A,22,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,1.83333333333333,NA
10844,9230,B,118,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,7.86666666666667,NA
10845,515,A,25,4,DealHunter,0.18,0,1,0.48,0,0,0,0,0,3.33333333333333,NA
10846,489,A,62,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,4.13333333333333,NA
10847,2453,A,76,4,DealHunter,0.18,0,1,0.48,0,0,0,0,0,10.133333333333301,NA
10848,1105,A,44,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,1.46666666666667,NA
10849,8951,B,109,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,9.08333333333333,NA
10850,12344,B,39,5,TargetedShopper,0.15,0.07,1,0.5,1,0.25,0,0,0,6.5,NA
10851,5198,B,118,2,DealHunter,0.18,0.07,0,0.14,1,0.05,0,0,0,3.93333333333333,NA
10852,10390,B,21,7,TargetedShopper,0.15,0.07,1,0.54,1,0.25,1,0.32,0,4.9,NA
