session_id,user_id,variant,session_duration,pages_visited,persona,base_interact,variant_boost,interacted_with_panel,p_engage,engaged,p_add,added_to_cart,p_conv,converted,engagement_score,time_to_conversion,session_depth,engagement_level,visited,add_to_cart,conversion
1831,1584,B,127,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,10.5833333333333,NA,5,Low,1,0,0
1832,4202,A,30,2,HighIntent,0.3,0,0,0.14,0,0,0,0,0,1,NA,2,Low,1,0,0
1833,5706,A,56,6,HighIntent,0.3,0,1,0.52,1,0.25,0,0,0,11.2,NA,12,Low,1,0,0
1834,13478,A,87,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,4.35,NA,3,Low,1,0,0
1835,4287,B,61,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,5.08333333333333,NA,5,Low,1,0,0
1836,7408,A,62,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,8.26666666666667,NA,8,Low,1,0,0
1837,10707,B,150,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,5,NA,2,Low,1,0,0
1838,4057,A,20,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,2,NA,6,Low,1,0,0
1839,989,A,154,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,15.4,NA,6,Low,1,0,0
1840,701,B,51,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.25,NA,5,Low,1,0,0
1841,923,A,109,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,10.9,NA,6,Low,1,0,0
1842,1792,B,19,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,0.633333333333333,NA,2,Low,1,0,0
1843,12915,A,42,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.8,NA,4,Low,1,0,0
1844,8416,B,35,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,4.66666666666667,NA,8,Low,1,0,0
1845,14840,B,142,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,16.5666666666667,NA,7,Low,1,0,0
1846,3931,A,21,6,DealHunter,0.18,0,1,0.52,0,0,0,0,0,4.2,NA,12,Low,1,0,0
1847,8342,A,136,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,18.1333333333333,NA,8,Low,1,0,0
1848,11434,A,95,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,9.5,NA,6,Low,1,0,0
1849,5154,B,28,6,DealHunter,0.18,0.07,1,0.52,1,0.25,0,0,0,5.6,NA,12,Low,1,0,0
1850,3198,B,170,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,17,NA,6,Low,1,0,0
1851,14427,B,41,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,2.73333333333333,NA,4,Low,1,0,0
1852,8844,B,36,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,3.6,NA,6,Low,1,0,0
1853,1096,B,26,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,1.73333333333333,NA,4,Low,1,0,0
1854,10245,B,274,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,18.2666666666667,NA,4,Low,1,0,0
1855,2461,A,41,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,3.41666666666667,NA,5,Low,1,0,0
1856,14456,A,106,9,TargetedShopper,0.15,0,0,0.28,0,0,0,0,0,15.9,NA,9,Low,1,0,0
1857,815,A,106,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,12.3666666666667,NA,7,Low,1,0,0
1858,771,A,39,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.95,NA,3,Low,1,0,0
1859,6674,A,87,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,7.25,NA,5,Low,1,0,0
1860,3519,A,68,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,9.06666666666667,NA,8,Low,1,0,0
1861,3366,B,142,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,18.9333333333333,NA,8,Low,1,0,0
1862,10889,B,22,4,HighIntent,0.3,0.07,1,0.48,0,0,0,0,0,2.93333333333333,NA,8,Low,1,0,0
1863,9702,B,57,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.75,NA,5,Low,1,0,0
1864,6573,B,65,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,5.41666666666667,NA,5,Low,1,0,0
1865,11006,A,58,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,3.86666666666667,NA,4,Low,1,0,0
1866,11539,A,59,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,2.95,NA,3,Low,1,0,0
1867,4573,B,55,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,3.66666666666667,NA,4,Low,1,0,0
1868,14544,B,32,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,2.13333333333333,NA,4,Low,1,0,0
1869,6939,B,23,7,DealHunter,0.18,0.07,1,0.54,0,0,0,0,0,5.36666666666667,NA,14,Low,1,0,0
1870,13000,B,72,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,3.6,NA,3,Low,1,0,0
1871,1533,A,11,7,TargetedShopper,0.15,0,0,0.24,1,0.05,0,0,0,1.28333333333333,NA,7,Low,1,0,0
1872,7535,A,61,3,HighIntent,0.3,0,1,0.46,0,0,0,0,0,6.1,NA,6,Low,1,0,0
1873,12506,B,50,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,2.5,NA,3,Low,1,0,0
1874,8495,A,75,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,7.5,NA,6,Low,1,0,0
1875,9788,B,168,1,TargetedShopper,0.15,0.07,0,0.12,1,0.05,0,0,0,2.8,NA,1,Low,1,0,0
1876,97,B,56,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,2.8,NA,3,Low,1,0,0
1877,7407,A,78,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,9.1,NA,7,Low,1,0,0
1878,7200,B,44,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,2.93333333333333,NA,4,Low,1,0,0
1879,433,B,90,6,DealHunter,0.18,0.07,0,0.22,1,0.05,0,0,0,9,NA,6,Low,1,0,0
1880,10396,B,71,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,5.91666666666667,NA,5,Low,1,0,0
1881,783,A,31,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,2.58333333333333,NA,5,Low,1,0,0
1882,14444,B,25,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,1.66666666666667,NA,4,Low,1,0,0
1883,7875,A,65,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,6.5,NA,6,Low,1,0,0
1884,10130,A,119,11,DealHunter,0.18,0,0,0.32,0,0,0,0,0,21.8166666666667,NA,11,Low,1,0,0
1885,10200,A,27,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,3.15,NA,7,Low,1,0,0
1886,13698,A,58,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.86666666666667,NA,4,Low,1,0,0
1887,1457,B,108,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,12.6,NA,7,Low,1,0,0
1888,10508,A,194,3,Explorer,0.05,0,0,0.16,1,0.05,0,0,0,9.7,NA,3,Low,1,0,0
1889,11030,A,109,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,5.45,NA,3,Low,1,0,0
1890,6080,A,30,4,Explorer,0.05,0,0,0.18,1,0.05,0,0,0,2,NA,4,Low,1,0,0
1891,14906,A,61,2,HighIntent,0.3,0,0,0.14,0,0,0,0,0,2.03333333333333,NA,2,Low,1,0,0
1892,10161,A,91,6,DealHunter,0.18,0,0,0.22,1,0.05,0,0,0,9.1,NA,6,Low,1,0,0
1893,3994,B,61,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,2.03333333333333,NA,2,Low,1,0,0
1894,12122,A,58,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,4.83333333333333,NA,5,Low,1,0,0
1895,4859,A,49,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,5.71666666666667,NA,7,Low,1,0,0
1896,2707,B,103,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,5.15,NA,3,Low,1,0,0
1897,334,A,70,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,5.83333333333333,NA,5,Low,1,0,0
1898,1950,A,57,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,4.75,NA,5,Low,1,0,0
1899,13616,A,15,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,0.25,NA,1,Low,1,0,0
1900,7067,B,70,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,7,NA,6,Low,1,0,0
1901,5603,A,36,9,DealHunter,0.18,0,0,0.28,0,0,0,0,0,5.4,NA,9,Low,1,0,0
1902,13791,B,50,1,DealHunter,0.18,0.07,1,0.42,0,0,0,0,0,1.66666666666667,NA,2,Low,1,0,0
1903,10103,A,76,4,HighIntent,0.3,0,1,0.48,0,0,0,0,0,10.133333333333301,NA,8,Low,1,0,0
1904,9055,A,38,2,HighIntent,0.3,0,0,0.14,0,0,0,0,0,1.26666666666667,NA,2,Low,1,0,0
1905,13194,B,36,6,Explorer,0.05,0.07,1,0.52,0,0,0,0,0,7.2,NA,12,Low,1,0,0
1906,785,B,149,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,9.93333333333333,NA,4,Low,1,0,0
1907,8205,A,91,11,HighIntent,0.3,0,1,0.62,1,0.25,1,0.32,0,33.3666666666667,NA,22,Low,1,1,0
1908,12482,A,83,2,Explorer,0.05,0,1,0.44,0,0,0,0,0,5.53333333333333,NA,4,Low,1,0,0
1909,13915,A,151,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,15.1,NA,6,Low,1,0,0
1910,1145,B,92,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,4.6,NA,3,Low,1,0,0
1911,6868,B,30,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1.5,NA,3,Low,1,0,0
1912,11693,A,146,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,17.0333333333333,NA,7,Low,1,0,0
1913,2053,B,34,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,2.26666666666667,NA,4,Low,1,0,0
1914,7089,A,19,5,DealHunter,0.18,0,1,0.5,1,0.25,1,0.32,1,3.16666666666667,NA,10,Low,1,1,1
1915,381,A,19,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,1.26666666666667,NA,4,Low,1,0,0
1916,10359,B,32,3,DealHunter,0.18,0.07,1,0.46,1,0.25,0,0,0,3.2,NA,6,Low,1,0,0
1917,6645,A,43,5,TargetedShopper,0.15,0,1,0.5,1,0.25,0,0,0,7.16666666666667,NA,10,Low,1,0,0
1918,401,B,47,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,3.13333333333333,NA,4,Low,1,0,0
1919,10882,A,32,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,2.66666666666667,NA,5,Low,1,0,0
1920,2803,B,417,3,DealHunter,0.18,0.07,0,0.16,1,0.05,0,0,0,20.85,NA,3,Low,1,0,0
1921,10548,B,144,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,16.8,NA,7,Low,1,0,0
1922,517,B,34,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,2.83333333333333,NA,5,Low,1,0,0
1923,12078,B,143,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,14.3,NA,6,Low,1,0,0
1924,3002,B,61,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,6.1,NA,6,Low,1,0,0
1925,4898,B,91,7,TargetedShopper,0.15,0.07,1,0.54,1,0.25,0,0,0,21.2333333333333,NA,14,Low,1,0,0
1926,5952,A,60,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,6,NA,6,Low,1,0,0
1927,12374,B,13,0,DealHunter,0.18,0.07,1,0.4,1,0.25,1,0.32,0,0,NA,0,Low,1,1,0
1928,5092,A,202,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,10.1,NA,3,Low,1,0,0
1929,2937,B,170,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,11.3333333333333,NA,4,Low,1,0,0
1930,1233,B,19,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,1.58333333333333,NA,5,Low,1,0,0
1931,8107,A,96,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,3.2,NA,2,Low,1,0,0
1932,738,B,180,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,18,NA,6,Low,1,0,0
1933,12059,B,79,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,6.58333333333333,NA,5,Low,1,0,0
1934,9722,B,56,6,Explorer,0.05,0.07,0,0.22,1,0.05,0,0,0,5.6,NA,6,Low,1,0,0
1935,8348,B,113,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,9.41666666666667,NA,5,Low,1,0,0
1936,4594,B,28,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,1.86666666666667,NA,4,Low,1,0,0
1937,4754,B,17,4,HighIntent,0.3,0.07,1,0.48,0,0,0,0,0,2.26666666666667,NA,8,Low,1,0,0
1938,9157,A,99,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,8.25,NA,5,Low,1,0,0
1939,9138,A,39,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,3.25,NA,5,Low,1,0,0
1940,14093,A,100,10,TargetedShopper,0.15,0,0,0.3,0,0,0,0,0,16.6666666666667,NA,10,Low,1,0,0
1941,4832,A,59,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,4.91666666666667,NA,5,Low,1,0,0
1942,8648,B,41,6,TargetedShopper,0.15,0.07,1,0.52,1,0.25,1,0.32,0,8.2,NA,12,Low,1,1,0
1943,371,B,44,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.46666666666667,NA,2,Low,1,0,0
1944,3098,B,19,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,0.95,NA,3,Low,1,0,0
1945,11991,A,43,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,3.58333333333333,NA,5,Low,1,0,0
1946,13669,A,88,10,DealHunter,0.18,0,0,0.3,0,0,0,0,0,14.6666666666667,NA,10,Low,1,0,0
1947,11854,A,103,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,10.3,NA,6,Low,1,0,0
1948,5773,A,43,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,2.15,NA,3,Low,1,0,0
1949,3141,B,34,9,TargetedShopper,0.15,0.07,1,0.58,1,0.25,0,0,0,10.2,NA,18,Low,1,0,0
1950,12848,B,1225,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,81.6666666666667,NA,4,Medium,1,0,0
1951,9902,A,73,10,DealHunter,0.18,0,0,0.3,1,0.05,0,0,0,12.1666666666667,NA,10,Low,1,0,0
1952,13660,A,62,4,Explorer,0.05,0,1,0.48,1,0.25,1,0.32,0,8.26666666666667,NA,8,Low,1,1,0
1953,7555,B,20,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1,NA,3,Low,1,0,0
1954,1423,A,74,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,3.7,NA,3,Low,1,0,0
1955,10174,B,40,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,3.33333333333333,NA,5,Low,1,0,0
1956,125,A,75,9,DealHunter,0.18,0,0,0.28,0,0,0,0,0,11.25,NA,9,Low,1,0,0
1957,2937,A,44,5,TargetedShopper,0.15,0,1,0.5,1,0.25,0,0,0,7.33333333333333,NA,10,Low,1,0,0
1958,7868,B,67,3,TargetedShopper,0.15,0.07,1,0.46,1,0.25,0,0,0,6.7,NA,6,Low,1,0,0
1959,5049,B,40,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.33333333333333,NA,5,Low,1,0,0
1960,11811,A,56,10,TargetedShopper,0.15,0,0,0.3,1,0.05,0,0,0,9.33333333333333,NA,10,Low,1,0,0
1961,14857,A,58,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,1.93333333333333,NA,2,Low,1,0,0
1962,9337,B,49,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,4.9,NA,6,Low,1,0,0
1963,6485,B,61,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,3.05,NA,3,Low,1,0,0
1964,536,A,143,7,Explorer,0.05,0,0,0.24,1,0.05,0,0,0,16.6833333333333,NA,7,Low,1,0,0
1965,3847,B,62,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,6.2,NA,6,Low,1,0,0
1966,6056,A,70,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,3.5,NA,3,Low,1,0,0
1967,13685,A,31,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,4.13333333333333,NA,8,Low,1,0,0
1968,4421,B,81,9,TargetedShopper,0.15,0.07,0,0.28,0,0,0,0,0,12.15,NA,9,Low,1,0,0
1969,14000,B,16,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,1.86666666666667,NA,7,Low,1,0,0
1970,12719,B,55,5,TargetedShopper,0.15,0.07,1,0.5,1,0.25,0,0,0,9.16666666666667,NA,10,Low,1,0,0
1971,7944,B,171,5,Explorer,0.05,0.07,1,0.5,0,0,0,0,0,28.5,NA,10,Low,1,0,0
1972,1938,B,26,10,TargetedShopper,0.15,0.07,0,0.3,0,0,0,0,0,4.33333333333333,NA,10,Low,1,0,0
1973,10697,B,26,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.866666666666667,NA,2,Low,1,0,0
1974,10114,B,120,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,10,NA,5,Low,1,0,0
1975,4064,A,331,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,33.1,NA,6,Low,1,0,0
1976,13791,B,68,2,DealHunter,0.18,0.07,0,0.14,1,0.05,0,0,0,2.26666666666667,NA,2,Low,1,0,0
1977,8860,B,182,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,12.133333333333301,NA,4,Low,1,0,0
1978,8130,B,137,4,HighIntent,0.3,0.07,0,0.18,0,0,0,0,0,9.13333333333333,NA,4,Low,1,0,0
1979,1332,A,27,8,TargetedShopper,0.15,0,0,0.26,1,0.05,0,0,0,3.6,NA,8,Low,1,0,0
1980,13211,A,38,3,DealHunter,0.18,0,0,0.16,1,0.05,0,0,0,1.9,NA,3,Low,1,0,0
1981,7687,A,43,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,2.86666666666667,NA,4,Low,1,0,0
1982,6598,A,39,9,Explorer,0.05,0,0,0.28,0,0,0,0,0,5.85,NA,9,Low,1,0,0
1983,14622,B,157,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,10.4666666666667,NA,4,Low,1,0,0
1984,10861,B,48,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.6,NA,2,Low,1,0,0
1985,6932,B,83,7,DealHunter,0.18,0.07,0,0.24,1,0.05,0,0,0,9.68333333333333,NA,7,Low,1,0,0
1986,3438,A,18,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,0.3,NA,1,Low,1,0,0
1987,10916,B,19,3,Explorer,0.05,0.07,1,0.46,0,0,0,0,0,1.9,NA,6,Low,1,0,0
1988,5174,B,13,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,0.866666666666667,NA,4,Low,1,0,0
1989,10881,B,430,4,HighIntent,0.3,0.07,1,0.48,1,0.25,0,0,0,57.3333333333333,NA,8,Medium,1,0,0
1990,9640,A,175,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,14.5833333333333,NA,5,Low,1,0,0
1991,11303,A,698,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,69.8,NA,6,Medium,1,0,0
1992,1067,A,24,4,HighIntent,0.3,0,1,0.48,0,0,0,0,0,3.2,NA,8,Low,1,0,0
1993,6020,A,62,4,Explorer,0.05,0,0,0.18,1,0.05,0,0,0,4.13333333333333,NA,4,Low,1,0,0
1994,5808,A,82,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,8.2,NA,6,Low,1,0,0
1995,7737,B,62,4,DealHunter,0.18,0.07,1,0.48,1,0.25,0,0,0,8.26666666666667,NA,8,Low,1,0,0
1996,5541,A,69,0,HighIntent,0.3,0,0,0.1,0,0,0,0,0,0,NA,0,Low,1,0,0
1997,14505,A,53,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,5.3,NA,6,Low,1,0,0
1998,10191,A,61,6,HighIntent,0.3,0,1,0.52,1,0.25,0,0,0,12.2,NA,12,Low,1,0,0
1999,9269,B,321,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,32.1,NA,6,Low,1,0,0
2000,5719,A,60,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,3,NA,3,Low,1,0,0
2001,88,A,111,9,Explorer,0.05,0,0,0.28,0,0,0,0,0,16.65,NA,9,Low,1,0,0
2002,9740,A,64,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,5.33333333333333,NA,5,Low,1,0,0
2003,13049,A,97,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,6.46666666666667,NA,4,Low,1,0,0
2004,6043,B,74,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,7.4,NA,6,Low,1,0,0
2005,2596,B,41,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,2.05,NA,3,Low,1,0,0
2006,2597,A,209,7,DealHunter,0.18,0,0,0.24,1,0.05,0,0,0,24.3833333333333,NA,7,Low,1,0,0
2007,13142,B,38,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,1.26666666666667,NA,2,Low,1,0,0
2008,8048,B,56,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.8,NA,3,Low,1,0,0
2009,8105,A,55,8,TargetedShopper,0.15,0,1,0.56,1,0.25,0,0,0,14.6666666666667,NA,16,Low,1,0,0
2010,3102,B,157,3,Explorer,0.05,0.07,0,0.16,1,0.05,0,0,0,7.85,NA,3,Low,1,0,0
2011,11781,B,43,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,3.58333333333333,NA,5,Low,1,0,0
2012,6548,B,177,5,TargetedShopper,0.15,0.07,1,0.5,1,0.25,0,0,0,29.5,NA,10,Low,1,0,0
2013,13232,A,89,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,5.93333333333333,NA,4,Low,1,0,0
2014,3149,A,184,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,18.4,NA,6,Low,1,0,0
2015,8603,A,92,5,Explorer,0.05,0,1,0.5,1,0.25,0,0,0,15.3333333333333,NA,10,Low,1,0,0
2016,14417,B,123,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,8.2,NA,4,Low,1,0,0
2017,14442,B,66,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,2.2,NA,2,Low,1,0,0
2018,8151,B,114,4,TargetedShopper,0.15,0.07,1,0.48,1,0.25,0,0,0,15.2,NA,8,Low,1,0,0
2019,11815,A,88,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,7.33333333333333,NA,5,Low,1,0,0
2020,13408,B,313,3,HighIntent,0.3,0.07,0,0.16,0,0,0,0,0,15.65,NA,3,Low,1,0,0
2021,14276,B,40,2,HighIntent,0.3,0.07,1,0.44,0,0,0,0,0,2.66666666666667,NA,4,Low,1,0,0
2022,7093,B,10,9,Explorer,0.05,0.07,1,0.58,1,0.25,1,0.32,0,3,NA,18,Low,1,1,0
2023,11441,A,55,3,HighIntent,0.3,0,0,0.16,0,0,0,0,0,2.75,NA,3,Low,1,0,0
2024,7354,A,47,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.13333333333333,NA,4,Low,1,0,0
2025,7167,B,46,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,3.83333333333333,NA,5,Low,1,0,0
2026,12520,B,13,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.433333333333333,NA,2,Low,1,0,0
2027,14938,B,22,0,DealHunter,0.18,0.07,0,0.1,0,0,0,0,0,0,NA,0,Low,1,0,0
2028,210,B,30,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,0.5,NA,1,Low,1,0,0
2029,14303,A,59,7,TargetedShopper,0.15,0,0,0.24,1,0.05,0,0,0,6.88333333333333,NA,7,Low,1,0,0
2030,3771,A,83,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,4.15,NA,3,Low,1,0,0
2031,2965,B,19,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,0.95,NA,3,Low,1,0,0
2032,173,B,82,4,HighIntent,0.3,0.07,0,0.18,1,0.05,1,0.02,0,5.46666666666667,NA,4,Low,1,1,0
2033,6269,A,28,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,1.86666666666667,NA,4,Low,1,0,0
2034,214,B,49,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.08333333333333,NA,5,Low,1,0,0
2035,9104,A,370,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,18.5,NA,3,Low,1,0,0
2036,762,A,86,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,7.16666666666667,NA,5,Low,1,0,0
2037,2409,B,70,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,7,NA,6,Low,1,0,0
2038,4394,B,68,6,DealHunter,0.18,0.07,0,0.22,1,0.05,0,0,0,6.8,NA,6,Low,1,0,0
2039,6589,A,162,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,21.6,NA,8,Low,1,0,0
2040,5911,B,54,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,6.3,NA,7,Low,1,0,0
2041,2188,A,35,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,3.5,NA,6,Low,1,0,0
2042,4213,A,62,1,DealHunter,0.18,0,0,0.12,0,0,0,0,0,1.03333333333333,NA,1,Low,1,0,0
2043,62,A,56,2,DealHunter,0.18,0,1,0.44,0,0,0,0,0,3.73333333333333,NA,4,Low,1,0,0
2044,13847,B,67,7,HighIntent,0.3,0.07,0,0.24,1,0.05,0,0,0,7.81666666666667,NA,7,Low,1,0,0
2045,2693,B,34,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,3.96666666666667,NA,7,Low,1,0,0
2046,4407,B,105,2,Explorer,0.05,0.07,1,0.44,1,0.25,1,0.32,0,7,NA,4,Low,1,1,0
2047,6766,B,55,9,TargetedShopper,0.15,0.07,1,0.58,1,0.25,0,0,0,16.5,NA,18,Low,1,0,0
2048,9667,B,155,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,12.9166666666667,NA,5,Low,1,0,0
2049,6183,A,39,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,3.25,NA,5,Low,1,0,0
2050,12006,B,26,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,0.433333333333333,NA,1,Low,1,0,0
2051,10857,B,12,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,0.6,NA,3,Low,1,0,0
2052,14975,B,24,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,1.2,NA,3,Low,1,0,0
2053,3265,B,61,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,6.1,NA,6,Low,1,0,0
2054,11062,A,109,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,7.26666666666667,NA,4,Low,1,0,0
2055,14526,A,350,1,TargetedShopper,0.15,0,0,0.12,1,0.05,0,0,0,5.83333333333333,NA,1,Low,1,0,0
